HS Code,Description,Category
370710,sensitising emulsions for photographic uses,37
380110,artificial graphite,38
380130,carbonaceous pastes for electrodes and pastes f,38
380210,activated carbon,38
380300,tall oil whether or not refined,38
380510,gum wood or sulphate turpentine oils,38
380590,other turpenic oils nes crude dipentene etc,38
380620,salts of rosin or of resin acids,38
380690,derivatives of rosin and resin acids nes rosi,38
380810,insecticides put up for retail sale,38
380830,herbicides antisprouting products and plant g,38
380890,rodenticides and similar products put up for r,38
380991,finishing agents etc of a kind used in the te,38
380993,finishing agents etc of a kind used in the le,38
381090,preparations such as fluxes for soldering e,38
381119,antiknock preparations excl based on lead,38
381129,additives for lubricating oils excl with petr,38
381210,prepared rubber accelerators,38
381230,antioxidising preparations and stabilisers for,38
381400,organic composite solvents and thinners nes p,38
381512,supported catalysts with precious metal or its,38
381590,reaction initiators accelerators and catalytic,38
381710,mixed alkylbenzenes nes,38
381800,chemical elements in disk form and compounds d,38
382000,antifreezing preparations and prepared deicin,38
382200,composite diagnostic or laboratory reagents ne,38
382320,naphthenic acids their waterinsoluble salts a,38
382340,prepared additives for cements mortars or conc,38
382360,sorbitol excl that of 290544,38
390110,polyethylene having a specific gravity 094 i,39
390130,ethylenevinyl acetate copolymers in primary f,39
390210,polypropylene in primary forms,39
390230,propylene copolymers in primary forms,39
390311,expansible polystyrene in primary forms,39
390320,styreneacrylonitrile san copolymers in prim,39
390390,polymers of styrene in primary forms nes,39
390421,nonplasticised polyvinyl chloride mixed in pr,39
390430,vinyl chloridevinyl acetate copolymers in pri,39
390450,vinylidene chloride polymers in primary forms,39
390469,fluoropolymers excl polytetrafluoroethylene,39
390511,polymers of vinyl acetate in aqueous dispersio,39
390520,polyvinyl alcohols in primary forms,39
390610,polymethyl methacrylate in primary forms,39
390710,polyacetals in primary forms,39
390730,epoxide resins in primary forms,39
390750,alkyd resins in primary forms,39
390791,unsaturated polyesters in primary forms nes,39
390810,polyamide 6 11 12 66 69 610 or 6,39
390910,urea resins thiourea resins in primary forms,39
390930,other amino resins in primary forms nes,39
390950,polyurethanes in primary forms,39
391110,petroleum resins other resins and polyterpen,39
391211,nonplasticised cellulose acetates in primary,39
391220,cellulose nitrates incl collodions in prima,39
391239,other cellulose ethers in primary forms nes,39
391310,alginic acid its salts and esters in primary,39
391400,ionexchangers based on polymers of 3901 to 39,39
391520,waste parings and scrap of polymers of styren,39
391590,waste parings and scrap of other plastics ne,39
391620,monofilament 1mm rods etc of polymers of,39
391710,artificial guts of hardened proteins or cellulo,39
391722,tubes pipes and hoses rigid of polymers of p,39
391729,tubes pipes and hoses rigid of other plastic,39
391732,tubes pipes and hoses not reinforced without,39
391739,other tubes pipes and hoses nes,39
391810,floor coverings of polymers of vinyl chlorid,39
391910,selfadhesive tape plates strip in rolls,39
392010,plates of polymers of ethylene not reinfor,39
392030,plates of polymers of styrene not reinforc,39
392042,plates of polymers of vinyl chloride flexi,39
392059,plates of other acrylic polymers not reinf,39
392062,plates of polyethylene terephthalate not r,39
392069,plates of other polyesters not reinforced,39
392072,plates of vulcanised fibre not reinforced,39
392079,plates of other cellulose derivatives not,39
392092,plates of polyamides not reinforced etc,39
392094,plates of phenolic resins not reinforced,39
392111,cellular plates strips of polymers of styre,39
392113,cellular plates strips of polymers of polyu,39
392119,cellular plates strips of other plastics n,39
392210,baths showerbaths and washbasins of plastic,39
392290,bidets lavatory pans and other sanitary war,39
392321,sacks and bags incl cones of polymers of eth,39
392330,carboys bottles flasks and similar articles o,39
392350,stoppers lids caps and other closures of plas,39
392410,tableware and kitchenware of plastics,39
392510,reservoirs and similar containers capacity,39
392530,shutters blinds and similar articles and parts,39
392610,office or school supplies of plastics,39
392630,fittings for furniture coachwork or the like o,39
400110,natural rubber latex in primary forms or in pl,40
400122,technically specified natural rubber in primar,40
400130,balata guttapercha and similar gums in pr,40
400219,styrenebutadiene rubber carboxylated styrene,40
400231,isobuteneisoprene butyl rubber,40
400241,latex of chloroprene chlorobutadiene rubber,40
400251,latex of acrylonitrilebutadiene rubber,40
400260,isoprene rubber,40
400280,mixtures of any product of 4001 with any produ,40
400299,other synthetic rubber products excl latex,40
400400,waste parings and scrap of rubber excl hard,40
400520,rubber solutions dispersions unvulcanized ne,40
400599,compounded rubber unvulcanized in primary for,40
400690,other forms and articles of unvulcanized rubber,40
400811,plates sheets and strip of cellular vulcanized,40
400821,plates sheets and strip of noncellular vulca,40
400910,tubes of vulcanized rubber not reinforced,40
400930,tubes of vulcanized rubber reinforced with,40
400950,tubes pipes and hoses of vulcanized rubber wi,40
401091,conveyor belting of vulcanized rubber of a,40
401110,new pneumatic tyres of rubber of a kind used o,40
401130,new pneumatic tyres of rubber for aircraft,40
401150,new pneumatic tyres of rubber of a kind used o,40
401199,new pneumatic tyres of rubber nes excl of h,40
401220,used pneumatic tyres of rubber,40
401310,inner tubes of rubber of a kind used on motor,40
401390,inner tubes of rubber nes,40
401490,hygienic or pharmaceutical articles of vulcaniz,40
401519,gloves of vulcanized rubber excl surgical glo,40
401610,articles of vulcanized rubber of cellular rubbe,40
401692,erasers of vulcanized rubber,40
401694,boat or dock fenders of vulcanized rubber,40
401699,articles of vulcanized rubber nes,40
410110,whole hides and skins of bovine animals 8kg,41
410122,butts and bends of bovine animal hide fresh or,41
410130,hides and skins of bovine animals preserved but,41
410210,raw skins of sheep or lambs with wool on,41
410229,skins of sheep or lambs without wool not pick,41
410320,hides and skins of reptiles fresh or preserved,41
410410,whole bovine skin leather of surface area 2,41
410422,bovine leather nonvegetable pretanned excl,41
410431,fullgrains splits of bovine and equine leathe,41
410511,sheep lamb skin leather vegetable pretanned,41
410519,sheep or lamb skin leather excl further prep,41
410611,goat or kid skin leather vegetable pretanned,41
410619,goat or kid skin leather excl further prepar,41
410710,leather of swine without hair on,41
410729,leather of reptiles nes,41
410800,chamois incl combination chamois leather,41
411000,waste of leather or of composition leather,41
420100,saddlery and harness for any animal of any mat,42
420212,trunks suitcases etc with outer surface,42
420221,handbags with outer surface of leather or comp,42
420229,handbags nes,42
420232,articles normally carried in pocket or handbag,42
420291,cases and containers nes with outer surface o,42
420299,cases and containers nes with outer surface o,42
420321,gloves mittens and mitts for use in sports of,42
420330,belts and bandoliers of leather or composition,42
420400,articles of leather used in machinery or mechan,42
420610,articles of catgut,42
430110,raw furskins of mink whole,43
430130,raw furskins of specified types of lamb whole,43
430150,raw furskins of muskrat whole,43
430170,raw furskins of seal whole,43
430190,heads tails paws and other pieces of raw furs,43
430212,tanned or dressed whole skins of rabbit or hare,43
430219,tanned or dressed whole furskins not assembled,43
430230,tanned or dressed whole furskins and other piec,43
430390,articles of furskin nes,43
440110,fuel wood in logs in billets or in similar,44
440122,nonconiferous wood in chips or particles,44
440200,wood charcoal,44
440320,untreated coniferous wood in the rough,44
440332,white lauan white meranti white seraya yello,44
440334,okoume obeche sapeli sipo acajou dafrique,44
440391,oak quercus spp wood in the rough excl tr,44
440399,wood nes in the rough excl treated,44
440420,nonconiferous hoopwood split poles etc wood,44
440610,railway or tramway sleepers crossties of woo,44
440710,coniferous wood sawn or chipped lengthwise sli,44
440722,specified tropical woods okoume etc sawn,44
440791,oak quercus spp woodsawnchipped lengthwise,44
440799,wood nes sawn or chipped lengthwise sliced or,44
440820,specified tropical wood veneer sheets and for p,44
440910,coniferous wood continuously shaped along any,44
441010,particle board and similar board of wood unwor,44
441111,fibreboard of a density 08gcm3 not worked o,44
441121,fibreboard of a density 05gcm3 but 08gcm,44
441131,fibreboard of a density 035gcm3 but 05gc,44
441191,fibreboard of a density 035gcm3 not worked,44
441211,plywood with 1 outer ply of tropical wood ea,44
441219,plywood each ply 6mm thick nes,44
441229,plywood 6mm nonconiferous outer ply nes,44
441299,plywood veneered panels and similar laminated,44
441400,wooden frames for paintings photographs mirro,44
441520,pallets box pallets and other load boards of w,44
441700,tools broom or brush bodies of wood boo,44
441820,doors and their frames and thresholds of wood,44
441840,shuttering for concrete constructional work of,44
441890,builders joinery and carpentry of wood nes,44
442010,statuettes and other ornaments of wood,44
442110,clothes hangers of wood,44
450110,natural cork raw or simply prepared,45
450200,natural cork debacked or roughly squared e,45
450390,articles of natural cork nes,45
460110,plaits and similar products of plaiting materia,46
460191,vegetable plaiting material in sheet form,46
460210,articles of vegetable plaiting materials artic,46
470100,mechanical wood pulp,47
470311,unbleached coniferous chemical wood pulp soda,47
470321,semibleached or bleached coniferous chemical w,47
470411,unbleached coniferous chemical wood pulp sulph,47
470421,semibleached or bleached coniferous chemical w,47
470500,semichemical wood pulp,47
470691,mechanical pulp of fibrous cellulosic material,47
470693,semichemical pulp of fibrous cellulosic materi,47
470720,waste and scrap of other paper or paperboard of,47
480100,newsprint in rolls or sheets,48
480220,paper and paperboard as a base for photosensit,48
480240,wallpaper base uncoated in rolls or sheets,48
480252,paper excl mechanical fibres weighing,48
480260,paper 10 of mechanical fibres uncoated,48
480411,unbleached kraftliner uncoated in rolls or sh,48
480421,unbleached sack kraft paper uncoated in rolls,48
480431,unbleached kraft paper weighing 150gm2,48
